text,label_binary,label_original,dataset_name,norm_key,dedup_key
"আমি লক্ষ করেছি ইউং জেনারেশনের বেশির ভাগ ছেলে বেপরোয়া ভাবে মোটর সাইকেল চালায় , তাদের জন্য অস্বাভাবিক কিছু না",0,0.0,banglasarc,"আমি লক্ষ করেছি ইউং জেনারেশনের বেশির ভাগ ছেলে বেপরোয়া ভাবে মোটর সাইকেল চালায় , তাদের জন্য অস্বাভাবিক কিছু না","আমি লক্ষ করেছি ইউং জেনারেশনের বেশির ভাগ ছেলে বেপরোয়া ভাবে মোটর সাইকেল চালায় , তাদের জন্য অস্বাভাবিক কিছু না"
শুভ সকাল,0,0.0,banglasarc,শুভ সকাল,শুভ সকাল
তাহলে তুই কাফের (অবিশ্বাসী)!!!!!!!!!!!!!,0,0.0,banglasarc,তাহলে তুই কাফের (অবিশ্বাসী)!!!!!!!!!!!!!,তাহলে তুই কাফের (অবিশ্বাসী)!!!!!!!!!!!!!
জয় হোক ভালোবাসার,0,0.0,banglasarc,জয় হোক ভালোবাসার,জয় হোক ভালোবাসার
দেশে কি হচ্ছে এসব। আল্লাহ সবাইকে রক্ষা করুক আমিন,0,0.0,banglasarc,দেশে কি হচ্ছে এসব। আল্লাহ সবাইকে রক্ষা করুক আমিন,দেশে কি হচ্ছে এসব। আল্লাহ সবাইকে রক্ষা করুক আমিন
টপ ফ্যান আমি!  চলো ভাত খাই!,0,0.0,banglasarc,টপ ফ্যান আমি! চলো ভাত খাই!,টপ ফ্যান আমি! চলো ভাত খাই!
আমি কেবল যত্ন নিই না এর অর্থ এই নয় যে আমি বুঝতে পারি না।,1,1.0,banglasarc,আমি কেবল যত্ন নিই না এর অর্থ এই নয় যে আমি বুঝতে পারি না।,আমি কেবল যত্ন নিই না এর অর্থ এই নয় যে আমি বুঝতে পারি না।
এবার ৬০% পর্যন্ত ডিসকাউন্টে হবে,0,0.0,banglasarc,এবার ৬০% পর্যন্ত ডিসকাউন্টে হবে,এবার ৬০% পর্যন্ত ডিসকাউন্টে হবে
আজকে বুধবার কিন্তু এটা তো আগের ভিডিও!!,0,0.0,banglasarc,আজকে বুধবার কিন্তু এটা তো আগের ভিডিও!!,আজকে বুধবার কিন্তু এটা তো আগের ভিডিও!!
"উনার স্টাইলের কোনো সেন্স না থাকতে পারে,উনি তাবলিগের লেবাস ধরতে পারেন,উনার বানানো ছবির কোনো মান না থাকতে পারে,এমনকি ছবি তোলার জন্য উনি এখন অন্য কারও এক ফুটের মধ্যে দাঁড়ানো অবস্থায় মাস্কও খুলতে পারেন,কিন্তু মানুষ বড় দিল দরিয়া। এই ব্যাপারে উনার কোনো সমালোচনা নাই।",0,0.0,banglasarc,"উনার স্টাইলের কোনো সেন্স না থাকতে পারে,উনি তাবলিগের লেবাস ধরতে পারেন,উনার বানানো ছবির কোনো মান না থাকতে পারে,এমনকি ছবি তোলার জন্য উনি এখন অন্য কারও এক ফুটের মধ্যে দাঁড়ানো অবস্থায় মাস্কও খুলতে পারেন,কিন্তু মানুষ বড় দিল দরিয়া। এই ব্যাপারে উনার কোনো সমালোচনা নাই।","উনার স্টাইলের কোনো সেন্স না থাকতে পারে,উনি তাবলিগের লেবাস ধরতে পারেন,উনার বানানো ছবির কোনো মান না থাকতে পারে,এমনকি ছবি তোলার জন্য উনি এখন অন্য কারও এক ফুটের মধ্যে দাঁড়ানো অবস্থায় মাস্কও খুলতে পারেন,কিন্তু মানুষ বড় দিল দরিয়া। এই ব্যাপারে উনার কোনো সমালোচনা নাই।"
